Entity1_id	Entity1_name	Entity1_type	Entity2_id	Entity2_name	Entity2_type	Evidence	Association	PK	PD	PMIDs
PA444528	PA444528	Disease	rs12003906	rs12003906	VariantLocation	VariantAnnotation	associated		PD	20031551
PA444528	PA444528	Disease	rs1532624	rs1532624	VariantLocation	VariantAnnotation	associated		PD	20195290
PA444528	PA444528	Disease	rs17381194	rs17381194	VariantLocation	VariantAnnotation	associated		PD	21868014
PA444528	PA444528	Disease	rs1801253	rs1801253	VariantLocation	ClinicalAnnotation	associated		PD	18794727
PA444528	PA444528	Disease	rs2368564	rs2368564	VariantLocation	ClinicalAnnotation	associated		PD	18794727
PA444528	PA444528	Disease	rs2854116	rs2854116	VariantLocation	ClinicalAnnotation	associated		PD	16417409
PA444528	PA444528	Disease	rs2854117	rs2854117	VariantLocation	ClinicalAnnotation	associated		PD	15809899
PA444528	PA444528	Disease	rs3808607	rs3808607	VariantLocation	VariantAnnotation	associated		PD	21128988
PA444528	PA444528	Disease	rs4149056	rs4149056	VariantLocation	VariantAnnotation	ambiguous		PD	21243006
PA444528	PA444528	Disease	rs429358	rs429358	VariantLocation	ClinicalAnnotation	associated		PD	15809899
PA444528	PA444528	Disease	rs4693570	rs4693570	VariantLocation	VariantAnnotation	associated		PD	21868014
PA444528	PA444528	Disease	rs5128	rs5128	VariantLocation	ClinicalAnnotation	associated		PD	16417409
PA444528	PA444528	Disease	rs533556	rs533556	VariantLocation	VariantAnnotation	associated		PD	20195290
PA444528	PA444528	Disease	rs5370	rs5370	VariantLocation	ClinicalAnnotation	associated		PD	18794727
PA444528	PA444528	Disease	rs662799	rs662799	VariantLocation	VariantAnnotation	associated		PD	19530961
PA444528	PA444528	Disease	rs672348	rs672348	VariantLocation	VariantAnnotation	associated		PD	21868014
PA444528	PA444528	Disease	rs7412	rs7412	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	15809899;17700364;20031551
PA444528	PA444528	Disease	rs776746	rs776746	VariantLocation	ClinicalAnnotation	associated		PD	21047202
rs1695	rs1695	VariantLocation	PA128406956	PA128406956	Drug	ClinicalAnnotation,VariantAnnotation	associated		PD	15213713;18540691;20078613;20568049;21449681
rs1695	rs1695	VariantLocation	PA131285527	PA131285527	Drug	ClinicalAnnotation,VIP,VariantAnnotation	ambiguous	PK	PD	15213713;16707601;17401013;17409936;19203783;20017670;20078613;20530282;21449681
rs1695	rs1695	VariantLocation	PA150481189	PA150481189	Drug	VariantAnnotation	associated		PD	19203783
rs1695	rs1695	VariantLocation	PA164713176	PA164713176	Drug	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	15213713;16707601;17401013;17409936;19203783;19786980;20530282
rs1695	rs1695	VariantLocation	PA443560	PA443560	Disease	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	20568049;21362365;22052985
rs1695	rs1695	VariantLocation	PA443622	PA443622	Disease	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	16707601;17401013;17409936;19203783;20530282
rs1695	rs1695	VariantLocation	PA443937	PA443937	Disease	VariantAnnotation	ambiguous		PD	17264302;22188361
rs1695	rs1695	VariantLocation	PA444257	PA444257	Disease	ClinicalAnnotation,VariantAnnotation	associated	PK	PD	16707601;17401013;17409936;19203783;20530282
rs1695	rs1695	VariantLocation	PA444284	PA444284	Disease	VariantAnnotation	associated		PD	20938339
rs1695	rs1695	VariantLocation	PA444352	PA444352	Disease	VariantAnnotation	not associated		PD	19504558
rs1695	rs1695	VariantLocation	PA445062	PA445062	Disease	ClinicalAnnotation	associated	PK	PD	15213713;17409936;19203783;19786980;20530282
rs1695	rs1695	VariantLocation	PA445113	PA445113	Disease	VariantAnnotation	associated		PD	17409936
rs1695	rs1695	VariantLocation	PA445204	PA445204	Disease	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	16707601;17401013;17409936;19203783;19786980;20530282;22188361
rs1695	rs1695	VariantLocation	PA445301	PA445301	Disease	VariantAnnotation	associated		PD	16707601
rs1695	rs1695	VariantLocation	PA445503	PA445503	Disease	ClinicalAnnotation,VariantAnnotation	associated		PD	18540691
rs1695	rs1695	VariantLocation	PA446108	PA446108	Disease	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	15213713;16707601;17401013;17409936;19203783;20017670;20078613;20530282;21449681
rs1695	rs1695	VariantLocation	PA446155	PA446155	Disease	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	17180579;17264302
rs1695	rs1695	VariantLocation	PA446975	PA446975	Disease	VariantAnnotation	associated		PD	17401013;20530282
rs1695	rs1695	VariantLocation	PA449014	PA449014	Drug	ClinicalAnnotation,VIP,VariantAnnotation	ambiguous	PK	PD	15254763;19786980;22188361
rs1695	rs1695	VariantLocation	PA449165	PA449165	Drug	ClinicalAnnotation,VIP,VariantAnnotation	ambiguous	PK	PD	16995867;19786980;20568049;21362365;22188361
rs1695	rs1695	VariantLocation	PA449247	PA449247	Drug	VariantAnnotation	not associated		PD	19504558
rs1695	rs1695	VariantLocation	PA449349	PA449349	Drug	VariantAnnotation	not associated		PD	19504558
rs1695	rs1695	VariantLocation	PA449383	PA449383	Drug	VariantAnnotation	not associated		PD	22052985
rs1695	rs1695	VariantLocation	PA449412	PA449412	Drug	VIP,VariantAnnotation	ambiguous		PD	11351295;21640195;22052985
rs1695	rs1695	VariantLocation	PA449476	PA449476	Drug	ClinicalAnnotation,VariantAnnotation	associated		PD	20568049;21362365
rs1695	rs1695	VariantLocation	PA449552	PA449552	Drug	VIP	associated			12969965
rs1695	rs1695	VariantLocation	PA450198	PA450198	Drug	VariantAnnotation	associated		PD	20078613
rs1695	rs1695	VariantLocation	PA450379	PA450379	Drug	VariantAnnotation	associated		PD	17264302
rs1695	rs1695	VariantLocation	PA450428	PA450428	Drug	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	17180579;17264302
rs1695	rs1695	VariantLocation	PA450761	PA450761	Drug	VariantAnnotation	not associated		PD	19504558
rs1695	rs1695	VariantLocation	PA451193	PA451193	Drug	VIP	associated			11807801
rs1695	rs1695	VariantLocation	PA451224	PA451224	Drug	VariantAnnotation	not associated		PD	19504558
rs1695	rs1695	VariantLocation	PA451609	PA451609	Drug	VariantAnnotation	associated		PD	20938339
PA143485705	PA143485705	Drug	ABCB1 *1	ABCB1 *1	Haplotype	VariantAnnotation	not associated			21391884
PA143485705	PA143485705	Drug	ABCC2 H1	ABCC2 H1	Haplotype	VariantAnnotation	not associated		PD	22256867
PA143485705	PA143485705	Drug	ABCC2 H12, ABCC2 H2	ABCC2 H12, ABCC2 H2	Haplotype	VariantAnnotation	ambiguous		PD	22256867;22630058
PA143485705	PA143485705	Drug	ABCC2 H13	ABCC2 H13	Haplotype	VariantAnnotation	not associated		PD	22256867
PA143485705	PA143485705	Drug	ABCC2 H2	ABCC2 H2	Haplotype	VariantAnnotation	not associated		PD	22256867
PA143485705	PA143485705	Drug	ABCC2 H9	ABCC2 H9	Haplotype	VariantAnnotation	not associated		PD	22256867
PA143485705	PA143485705	Drug	CYP2C9 *1, CYP2C9 *3	CYP2C9 *1, CYP2C9 *3	Haplotype	VariantAnnotation	associated		PD	21985811
PA143485705	PA143485705	Drug	PA116	PA116	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	20216337;21449672;21799461;22188362;22256867;22630058
PA143485705	PA143485705	Drug	PA126	PA126	Gene	VariantAnnotation	associated		PD	21985811
PA143485705	PA143485705	Drug	PA145148412	PA145148412	Gene	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	PA267	PA267	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	12686700;15452306;15857428;16386926;16542858;16753003;17125969;17306068;17521963;20417680;21391884;22188362;22630058
PA143485705	PA143485705	Drug	PA26840	PA26840	Gene	VariantAnnotation	associated		PD	20456087
PA143485705	PA143485705	Drug	PA36017	PA36017	Gene	VariantAnnotation	associated		PD	17400324
PA143485705	PA143485705	Drug	PA390	PA390	Gene	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	PA395	PA395	Gene	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs1000002	rs1000002	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs1045642	rs1045642	VariantLocation	ClinicalAnnotation,VIP,VariantAnnotation	ambiguous		PD	12686700;15452306;15857428;16386926;16542858;16753003;17125969;17306068;17521963;17924830;21391884;22630058
PA143485705	PA143485705	Drug	rs1047891	rs1047891	VariantLocation	VariantAnnotation	associated		PD	20456087
PA143485705	PA143485705	Drug	rs1128503	rs1128503	VariantLocation	VariantAnnotation	not associated		PD	16386926;17125969;21391884
PA143485705	PA143485705	Drug	rs1186745	rs1186745	VariantLocation	VariantAnnotation	not associated		PD	17125969
PA143485705	PA143485705	Drug	rs1186746	rs1186746	VariantLocation	VariantAnnotation	not associated		PD	17125969
PA143485705	PA143485705	Drug	rs17222589	rs17222589	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs17731538	rs17731538	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs17731799	rs17731799	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2032582	rs2032582	VariantLocation	ClinicalAnnotation,VIP,VariantAnnotation	ambiguous	PK	PD	16386926;16753003;17125969;17924830;20417680;21391884;22188362
PA143485705	PA143485705	Drug	rs2139560	rs2139560	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2231137	rs2231137	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2231142	rs2231142	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2231148	rs2231148	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2235048	rs2235048	VariantLocation	VariantAnnotation	not associated		PD	17125969
PA143485705	PA143485705	Drug	rs2273697	rs2273697	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	20216337;21449672;21799461;22188362;22256867;22630058
PA143485705	PA143485705	Drug	rs2293001	rs2293001	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2622628	rs2622628	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2725256	rs2725256	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2804398	rs2804398	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs2804400	rs2804400	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs3109823	rs3109823	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs3114020	rs3114020	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs3219191	rs3219191	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs3740066	rs3740066	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	21449672;22256867;22630058
PA143485705	PA143485705	Drug	rs3758395	rs3758395	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs3789243	rs3789243	VariantLocation	VariantAnnotation	not associated		PD	17125969
PA143485705	PA143485705	Drug	rs3792581	rs3792581	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs3805111	rs3805111	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs4148157	rs4148157	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs4148557	rs4148557	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs4148572	rs4148572	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA143485705	PA143485705	Drug	rs4880	rs4880	VariantLocation	VariantAnnotation	associated		PD	17400324
PA143485705	PA143485705	Drug	rs717620	rs717620	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	22256867;22630058
PA143485705	PA143485705	Drug	rs8180093	rs8180093	VariantLocation	VariantAnnotation	not associated		PD	21449672
PA164713366	PA164713366	Drug	PA134886513	PA134886513	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA134908144	PA134908144	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA134925480	PA134925480	Gene	VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA134964409	PA134964409	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA134970126	PA134970126	Gene	VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA164715938	PA164715938	Gene	VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA195	PA195	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA198	PA198	Gene	VariantAnnotation	associated		PD	22158445
PA164713366	PA164713366	Drug	PA25368	PA25368	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA26207	PA26207	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA26689	contactin 5	Gene	VariantAnnotation	associated		PD	23233654
PA164713366	PA164713366	Drug	PA26971	PA26971	Gene	VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA26978	PA26978	Gene	VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA27006	PA27006	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA28570	PA28570	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA29828	PA29828	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA29829	PA29829	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA30535	PA30535	Gene	VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA33529	PA33529	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA33661	PA33661	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	PA33707	PA33707	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA33773	PA33773	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA33995	PA33995	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA34011	PA34011	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA34321	PA34321	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA35552	PA35552	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA35733	PA35733	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA36185	PA36185	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA36612	PA36612	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA36708	PA36708	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	PA38016	PA38016	Gene	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs10499194	rs10499194	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs10919563	rs10919563	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs10945919	rs10945919	VariantLocation	VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs11586238	rs11586238	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs13031237	rs13031237	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs13393173	rs13393173	VariantLocation	VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs1568885	rs1568885	VariantLocation	VariantAnnotation	associated		PD	23233654
PA164713366	PA164713366	Drug	rs1800795	rs1800795	VariantLocation	VariantAnnotation	associated		PD	22158445
PA164713366	PA164713366	Drug	rs1813443	rs1813443	VariantLocation	VariantAnnotation	associated		PD	23233654
PA164713366	PA164713366	Drug	rs1980422	rs1980422	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs2104286	rs2104286	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs2476601	rs2476601	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs2736340	rs2736340	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs2812378	rs2812378	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs2814707	rs2814707	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs3087243	rs3087243	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs3218253	rs3218253	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs3761847	rs3761847	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs3849942	rs3849942	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs394581	rs394581	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs437943	rs437943	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs4411591	rs4411591	VariantLocation	VariantAnnotation	associated		PD	23233654
PA164713366	PA164713366	Drug	rs4750316	rs4750316	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs4810485	rs4810485	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs548234	rs548234	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs6028945	rs6028945	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs6071980	rs6071980	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs6138150	rs6138150	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs6822844	rs6822844	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs6920220	rs6920220	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs7046653	rs7046653	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs7574865	rs7574865	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA164713366	PA164713366	Drug	rs774359	rs774359	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs854547	rs854547	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs854548	rs854548	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs854555	rs854555	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs868856	rs868856	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs928655	rs928655	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
PA164713366	PA164713366	Drug	rs983332	rs983332	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18615156
rs6920220	rs6920220	VariantLocation	PA10004	PA10004	Drug	VariantAnnotation	not associated		PD	23007924
rs6920220	rs6920220	VariantLocation	PA164713366	PA164713366	Drug	VariantAnnotation	not associated		PD	23007924
rs6920220	rs6920220	VariantLocation	PA443430	PA443430	Disease	VariantAnnotation	associated		PD	20921970
rs6920220	rs6920220	VariantLocation	PA443434	PA443434	Disease	VariantAnnotation	not associated		PD	23007924
rs6920220	rs6920220	VariantLocation	PA449515	PA449515	Drug	VariantAnnotation	not associated		PD	23007924
rs6920220	rs6920220	VariantLocation	PA450428	PA450428	Drug	VariantAnnotation	associated		PD	20921970
rs6920220	rs6920220	VariantLocation	PA452639	PA452639	Drug	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA195	PA195	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA25368	PA25368	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA26207	PA26207	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA27006	PA27006	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA28570	PA28570	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA29828	PA29828	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA29829	PA29829	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA30474	PA30474	Gene	VariantAnnotation	associated		PD	19365401
PA449515	PA449515	Drug	PA33707	PA33707	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA33773	PA33773	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA33995	PA33995	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA34011	PA34011	Gene	VariantAnnotation	ambiguous		PD	20309874;23007924
PA449515	PA449515	Drug	PA34321	PA34321	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA35552	PA35552	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA35733	PA35733	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA36185	PA36185	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA36612	PA36612	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA36708	PA36708	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA38016	PA38016	Gene	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	PA435	PA435	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	16909270;19365401
PA449515	PA449515	Drug	rs10499194	rs10499194	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs10919563	rs10919563	VariantLocation	VariantAnnotation	ambiguous		PD	20309874;23007924
PA449515	PA449515	Drug	rs11586238	rs11586238	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs13031237	rs13031237	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs1800629	rs1800629	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	16909270;19365401
PA449515	PA449515	Drug	rs1980422	rs1980422	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs2104286	rs2104286	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs2476601	rs2476601	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs2736340	rs2736340	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs2812378	rs2812378	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs3087243	rs3087243	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs3218253	rs3218253	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs3761847	rs3761847	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs394581	rs394581	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs4750316	rs4750316	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs4810485	rs4810485	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs548234	rs548234	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs6822844	rs6822844	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs6920220	rs6920220	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA449515	PA449515	Drug	rs7574865	rs7574865	VariantLocation	VariantAnnotation	not associated		PD	23007924
PA162382539	PA162382539	Gene	PA445062	PA445062	Disease	VariantAnnotation	associated			22838949
PA162382539	PA162382539	Gene	PA445218	PA445218	Disease	VariantAnnotation	associated		PD	22838950
PA162382539	PA162382539	Gene	PA449748	PA449748	Drug	Pathway,VariantAnnotation	associated		PD	22838949;22838950
PA162382539	PA162382539	Gene	PA450163	PA450163	Drug	Pathway	associated			
PA387	PA387	Gene	PA130620651	PA130620651	Drug	VariantAnnotation	associated		PD	21900104
PA387	PA387	Gene	PA445062	PA445062	Disease	VariantAnnotation	associated		PD	21900104
PA387	PA387	Gene	PA449748	PA449748	Drug	Pathway	associated			
PA387	PA387	Gene	PA451954	PA451954	Drug	Pathway	associated			22960662
rs10042486	rs10042486	VariantLocation	PA162565877	PA162565877	Drug	VariantAnnotation	associated		PD	22120873
rs10042486	rs10042486	VariantLocation	PA164752812	PA164752812	Drug	ClinicalAnnotation,VariantAnnotation	associated		PD	18484082
rs10042486	rs10042486	VariantLocation	PA447216	PA447216	Disease	VariantAnnotation	associated		PD	22120873
rs10042486	rs10042486	VariantLocation	PA447321	PA447321	Disease	ClinicalAnnotation,VariantAnnotation	associated		PD	18484082
rs10042486	rs10042486	VariantLocation	PA449690	PA449690	Drug	ClinicalAnnotation,VariantAnnotation	associated		PD	18484082
rs10042486	rs10042486	VariantLocation	PA450688	PA450688	Drug	VariantAnnotation	associated		PD	22120873
rs10042486	rs10042486	VariantLocation	PA450801	PA450801	Drug	ClinicalAnnotation,VariantAnnotation	associated		PD	18484082
rs10042486	rs10042486	VariantLocation	PA451201	PA451201	Drug	VariantAnnotation	associated		PD	22120873
rs10042486	rs10042486	VariantLocation	PA451257	PA451257	Drug	VariantAnnotation	associated		PD	22120873
rs10042486	rs10042486	VariantLocation	PA452233	PA452233	Drug	VariantAnnotation	associated		PD	22120873
rs3775291	rs3775291	VariantLocation	PA164712887	PA164712887	Drug	ClinicalAnnotation,VariantAnnotation	associated		PD	18325643
rs1051740	rs1051740	VariantLocation	PA443223	PA443223	Disease	ClinicalAnnotation	associated		PD	19952982
rs1051740	rs1051740	VariantLocation	PA444065	PA444065	Disease	ClinicalAnnotation,VariantAnnotation	associated	PK	PD	15692831;19620853;22188362
rs1051740	rs1051740	VariantLocation	PA446836	PA446836	Disease	ClinicalAnnotation,VariantAnnotation	associated		PD	19952982
rs1051740	rs1051740	VariantLocation	PA448785	PA448785	Drug	ClinicalAnnotation,VariantAnnotation	associated	PK	PD	15692831;19620853;22188362
rs1051740	rs1051740	VariantLocation	PA450947	PA450947	Drug	ClinicalAnnotation,VariantAnnotation	associated		PD	19952982
rs1051740	rs1051740	VariantLocation	PA451906	PA451906	Drug	VariantAnnotation	not associated		PD	19794411
rs12714145	rs12714145	VariantLocation	PA451906	PA451906	Drug	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	15883587;19794411;20694283
PA30588	PA30588	Gene	PA283	PA283	Gene	Pathway	associated			20124951
